2021-09-27 13:36:42,942 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-09-27 13:36:42,968 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-09-27 13:36:42,969 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-09-27 13:36:42,969 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-09-27 13:36:42,972 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-09-27 13:36:42,972 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-09-27 13:36:42,973 INFO  SwAddin.cs: 201 - Setting up command manager
2021-09-27 13:36:42,974 INFO  SwAddin.cs: 204 - Adding command manager
2021-09-27 13:36:42,975 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-09-27 13:36:42,976 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-09-27 13:36:42,977 INFO  SwAddin.cs: 210 - Adding event handlers
2021-09-27 13:36:42,988 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-09-27 13:37:55,731 INFO  SwAddin.cs: 351 - Part export called
2021-09-27 13:37:55,773 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASSEM_docking_station_beta_URDF
2021-09-27 13:37:55,778 INFO  ExportHelperExtension.cs: 1136 - Found 45 in ASSEM_docking_station_beta_URDF
2021-09-27 13:37:55,778 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ASSEM_docking_station_beta_URDF
2021-09-27 13:37:55,779 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASSEM_docking_station_beta_URDF
2021-09-27 13:37:55,779 INFO  ExportHelperExtension.cs: 1136 - Found 45 in ASSEM_docking_station_beta_URDF
2021-09-27 13:37:55,779 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ASSEM_docking_station_beta_URDF
2021-09-27 13:37:55,780 INFO  SwAddin.cs: 367 - Showing part
2021-09-27 13:52:03,066 INFO  SwAddin.cs: 294 - Assembly export called for file ASSEM_docking_station_beta_URDF
2021-09-27 13:52:03,068 INFO  SwAddin.cs: 299 - Save is required
2021-09-27 13:52:03,068 INFO  SwAddin.cs: 313 - Saving assembly
2021-09-27 13:52:03,859 INFO  SwAddin.cs: 316 - Opening property manager
2021-09-27 13:52:03,898 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ASSEM_docking_station_beta_URDF
2021-09-27 13:52:03,900 INFO  ExportHelperExtension.cs: 1136 - Found 28 in ASSEM_docking_station_beta_URDF
2021-09-27 13:52:03,900 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ASSEM_docking_station_beta_URDF
2021-09-27 13:52:03,901 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-27 13:52:03,904 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2021-09-27 13:52:03,905 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_docking_station_beta_URDF-1
2021-09-27 13:52:03,906 INFO  ExportHelperExtension.cs: 1136 - Found 48 in link_docking_station_beta_URDF-1
2021-09-27 13:52:03,906 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link_docking_station_beta_URDF-1
2021-09-27 13:52:03,907 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_aruco_110mm-1
2021-09-27 13:52:03,908 INFO  ExportHelperExtension.cs: 1136 - Found 26 in link_aruco_110mm-1
2021-09-27 13:52:03,908 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in link_aruco_110mm-1
2021-09-27 13:52:03,909 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASSEM_docking_station_beta_URDF
